2022-12-19 13:29:18.2518||INFO|Hangfire.PostgreSql.PostgreSqlStorage|Start installing Hangfire SQL objects... |url: |action: 
2022-12-19 13:29:18.3687||INFO|Hangfire.PostgreSql.PostgreSqlStorage|Hangfire SQL objects installed. |url: |action: 
2022-12-19 13:29:19.1641||INFO|Hangfire.BackgroundJobServer|Starting Hangfire Server using job storage: 'PostgreSQL Server: Host: localhost, DB: HDTL, Schema: hangfire' |url: |action: 
2022-12-19 13:29:19.1723||INFO|Hangfire.BackgroundJobServer|Using the following options for SQL Server job storage: |url: |action: 
2022-12-19 13:29:19.1723||INFO|Hangfire.BackgroundJobServer|    Queue poll interval: 00:00:15. |url: |action: 
2022-12-19 13:29:19.1840||INFO|Hangfire.BackgroundJobServer|    Invisibility timeout: 00:30:00. |url: |action: 
2022-12-19 13:29:19.1840||INFO|Hangfire.BackgroundJobServer|Using the following options for Hangfire Server:
    Worker count: 20
    Listening queues: 'default'
    Shutdown timeout: 00:00:15
    Schedule polling interval: 00:00:15 |url: |action: 
2022-12-19 13:29:19.2117||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop BackgroundServerProcess:8c4dec6c has started in 17.8452 ms |url: |action: 
2022-12-19 13:29:19.2844||TRACE|Hangfire.Server.BackgroundServerProcess|Server desktop-8nqps5h:12536:2e083eef is announcing itself... |url: |action: 
2022-12-19 13:29:19.3988||TRACE|Hangfire.RecurringJobManager|Recurring job 'StatusTask' is being updated. RecurringJob: (), Changes: (Queue:default;Cron:*/59 * * * *;TimeZoneId:SE Asia Standard Time;Job:{"Type":"TN.TNM.Api.RecurringJobs.RecurringJobsService, TN.TNM.Api, Version=2.0.0.0, Culture=neutral, PublicKeyToken=null","Method":"UpdateStatusTask","ParameterTypes":"[]","Arguments":"[]"};CreatedAt:2022-12-19T06:29:19.3184544Z;NextExecution:2022-12-19T06:59:00.0000000Z;V:2), NextExecution: (12/19/2022 6:59:00 AM) |url: |action: 
