2023-03-30 10:56:23.1827|48|ERROR|Microsoft.AspNetCore.DataProtection.KeyManagement.KeyRingProvider|An error occurred while reading the key ring. System.Xml.XmlException: '.', hexadecimal value 0x00, is an invalid character. Line 1, position 1.
   at System.Xml.XmlTextReaderImpl.Throw(Exception e)
   at System.Xml.XmlTextReaderImpl.Throw(String res, String[] args)
   at System.Xml.XmlTextReaderImpl.ParseRootLevelWhitespace()
   at System.Xml.XmlTextReaderImpl.ParseDocumentContent()
   at System.Xml.XmlTextReaderImpl.Read()
   at System.Xml.XmlReader.MoveToContent()
   at System.Xml.Linq.XElement.Load(XmlReader reader, LoadOptions options)
   at System.Xml.Linq.XElement.Load(Stream stream, LoadOptions options)
   at System.Xml.Linq.XElement.Load(Stream stream)
   at Microsoft.AspNetCore.DataProtection.Repositories.FileSystemXmlRepository.ReadElementFromFile(String fullPath)
   at Microsoft.AspNetCore.DataProtection.Repositories.FileSystemXmlRepository.GetAllElementsCore()+MoveNext()
   at System.Collections.Generic.List`1.AddEnumerable(IEnumerable`1 enumerable)
   at System.Linq.Enumerable.ToList[TSource](IEnumerable`1 source)
   at Microsoft.AspNetCore.DataProtection.Repositories.FileSystemXmlRepository.GetAllElements()
   at Microsoft.AspNetCore.DataProtection.KeyManagement.XmlKeyManager.GetAllKeys()
   at Microsoft.AspNetCore.DataProtection.KeyManagement.KeyRingProvider.CreateCacheableKeyRingCore(DateTimeOffset now, IKey keyJustAdded)
   at Microsoft.AspNetCore.DataProtection.KeyManagement.KeyRingProvider.Microsoft.AspNetCore.DataProtection.KeyManagement.Internal.ICacheableKeyRingProvider.GetCacheableKeyRing(DateTimeOffset now)
   at Microsoft.AspNetCore.DataProtection.KeyManagement.KeyRingProvider.GetCurrentKeyRingCore(DateTime utcNow)|url: |action: 
2023-03-30 10:56:26.5245||INFO|Hangfire.PostgreSql.PostgreSqlStorage|Start installing Hangfire SQL objects... |url: |action: 
2023-03-30 10:56:26.7264||INFO|Hangfire.PostgreSql.PostgreSqlStorage|Hangfire SQL objects installed. |url: |action: 
2023-03-30 10:56:28.4521||INFO|Hangfire.BackgroundJobServer|Starting Hangfire Server using job storage: 'PostgreSQL Server: Host: localhost, DB: HDTL, Schema: hangfire' |url: |action: 
2023-03-30 10:56:28.4521||INFO|Hangfire.BackgroundJobServer|Using the following options for SQL Server job storage: |url: |action: 
2023-03-30 10:56:28.4521||INFO|Hangfire.BackgroundJobServer|    Queue poll interval: 00:00:15. |url: |action: 
2023-03-30 10:56:28.4521||INFO|Hangfire.BackgroundJobServer|    Invisibility timeout: 00:30:00. |url: |action: 
2023-03-30 10:56:28.4521||INFO|Hangfire.BackgroundJobServer|Using the following options for Hangfire Server:
    Worker count: 20
    Listening queues: 'default'
    Shutdown timeout: 00:00:15
    Schedule polling interval: 00:00:15 |url: |action: 
2023-03-30 10:56:28.5897||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop BackgroundServerProcess:64e96c4c has started in 94.5558 ms |url: |action: 
2023-03-30 10:56:28.6675||TRACE|Hangfire.Server.BackgroundServerProcess|Server desktop-8nqps5h:24260:fd1739ed is announcing itself... |url: |action: 
2023-03-30 10:56:28.8251||INFO|Hangfire.Server.BackgroundServerProcess|Server desktop-8nqps5h:24260:fd1739ed successfully announced in 143.7396 ms |url: |action: 
2023-03-30 10:56:28.8670||INFO|Hangfire.Server.BackgroundServerProcess|Server desktop-8nqps5h:24260:fd1739ed is starting the registered dispatchers: ServerWatchdog, ServerJobCancellationWatcher, ExpirationManager, Worker, DelayedJobScheduler, RecurringJobScheduler... |url: |action: 
2023-03-30 10:56:28.8961||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop ServerHeartbeatProcess:721cffa4 has started in 68.446 ms |url: |action: 
2023-03-30 10:56:28.9021||TRACE|Hangfire.Server.ServerHeartbeatProcess|Server desktop-8nqps5h:24260:fd1739ed waiting for 00:00:30 delay before sending a heartbeat |url: |action: 
2023-03-30 10:56:28.9222||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop ServerWatchdog:7f2e4933 has started in 52.0995 ms |url: |action: 
2023-03-30 10:56:28.9316||INFO|Hangfire.Server.ServerWatchdog|2 servers were removed due to timeout |url: |action: 
2023-03-30 10:56:28.9690||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop ServerJobCancellationWatcher:3b3ee0e8 has started in 54.1847 ms |url: |action: 
2023-03-30 10:56:28.9756||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... |url: |action: 
2023-03-30 10:56:28.9756||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. |url: |action: 
2023-03-30 10:56:29.0005||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop ExpirationManager:83647f9f has started in 46.5108 ms |url: |action: 
