2023-04-17 16:31:46.4700|48|ERROR|Microsoft.AspNetCore.DataProtection.KeyManagement.KeyRingProvider|An error occurred while reading the key ring. System.Xml.XmlException: '.', hexadecimal value 0x00, is an invalid character. Line 1, position 1.
   at System.Xml.XmlTextReaderImpl.Throw(Exception e)
   at System.Xml.XmlTextReaderImpl.Throw(String res, String[] args)
   at System.Xml.XmlTextReaderImpl.ParseRootLevelWhitespace()
   at System.Xml.XmlTextReaderImpl.ParseDocumentContent()
   at System.Xml.XmlTextReaderImpl.Read()
   at System.Xml.XmlReader.MoveToContent()
   at System.Xml.Linq.XElement.Load(XmlReader reader, LoadOptions options)
   at System.Xml.Linq.XElement.Load(Stream stream, LoadOptions options)
   at System.Xml.Linq.XElement.Load(Stream stream)
   at Microsoft.AspNetCore.DataProtection.Repositories.FileSystemXmlRepository.ReadElementFromFile(String fullPath)
   at Microsoft.AspNetCore.DataProtection.Repositories.FileSystemXmlRepository.GetAllElementsCore()+MoveNext()
   at System.Collections.Generic.List`1.AddEnumerable(IEnumerable`1 enumerable)
   at System.Linq.Enumerable.ToList[TSource](IEnumerable`1 source)
   at Microsoft.AspNetCore.DataProtection.Repositories.FileSystemXmlRepository.GetAllElements()
   at Microsoft.AspNetCore.DataProtection.KeyManagement.XmlKeyManager.GetAllKeys()
   at Microsoft.AspNetCore.DataProtection.KeyManagement.KeyRingProvider.CreateCacheableKeyRingCore(DateTimeOffset now, IKey keyJustAdded)
   at Microsoft.AspNetCore.DataProtection.KeyManagement.KeyRingProvider.Microsoft.AspNetCore.DataProtection.KeyManagement.Internal.ICacheableKeyRingProvider.GetCacheableKeyRing(DateTimeOffset now)
   at Microsoft.AspNetCore.DataProtection.KeyManagement.KeyRingProvider.GetCurrentKeyRingCore(DateTime utcNow)|url: |action: 
2023-04-17 16:31:47.8648||INFO|Hangfire.PostgreSql.PostgreSqlStorage|Start installing Hangfire SQL objects... |url: |action: 
2023-04-17 16:31:47.9875||INFO|Hangfire.PostgreSql.PostgreSqlStorage|Hangfire SQL objects installed. |url: |action: 
2023-04-17 16:31:48.9564||INFO|Hangfire.BackgroundJobServer|Starting Hangfire Server using job storage: 'PostgreSQL Server: Host: localhost, DB: HDTL, Schema: hangfire' |url: |action: 
2023-04-17 16:31:48.9564||INFO|Hangfire.BackgroundJobServer|Using the following options for SQL Server job storage: |url: |action: 
2023-04-17 16:31:48.9688||INFO|Hangfire.BackgroundJobServer|    Queue poll interval: 00:00:15. |url: |action: 
2023-04-17 16:31:48.9688||INFO|Hangfire.BackgroundJobServer|    Invisibility timeout: 00:30:00. |url: |action: 
2023-04-17 16:31:48.9688||INFO|Hangfire.BackgroundJobServer|Using the following options for Hangfire Server:
    Worker count: 20
    Listening queues: 'default'
    Shutdown timeout: 00:00:15
    Schedule polling interval: 00:00:15 |url: |action: 
2023-04-17 16:31:49.0117||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop BackgroundServerProcess:3cf4a321 has started in 18.7999 ms |url: |action: 
2023-04-17 16:31:49.0432||TRACE|Hangfire.Server.BackgroundServerProcess|Server desktop-8nqps5h:17200:e593aa8c is announcing itself... |url: |action: 
2023-04-17 16:31:49.1493||INFO|Hangfire.Server.BackgroundServerProcess|Server desktop-8nqps5h:17200:e593aa8c successfully announced in 104.8511 ms |url: |action: 
2023-04-17 16:31:49.1690||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop ServerHeartbeatProcess:6b2a61d4 has started in 16.7492 ms |url: |action: 
2023-04-17 16:31:49.1690||TRACE|Hangfire.Server.ServerHeartbeatProcess|Server desktop-8nqps5h:17200:e593aa8c waiting for 00:00:30 delay before sending a heartbeat |url: |action: 
2023-04-17 16:31:49.1835||INFO|Hangfire.Server.BackgroundServerProcess|Server desktop-8nqps5h:17200:e593aa8c is starting the registered dispatchers: ServerWatchdog, ServerJobCancellationWatcher, ExpirationManager, Worker, DelayedJobScheduler, RecurringJobScheduler... |url: |action: 
2023-04-17 16:31:49.1835||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop ServerWatchdog:4b1d0ec6 has started in 10.7156 ms |url: |action: 
2023-04-17 16:31:49.2137||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop ServerJobCancellationWatcher:1f30a24a has started in 23.8299 ms |url: |action: 
2023-04-17 16:31:49.2157||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... |url: |action: 
2023-04-17 16:31:49.2157||INFO|Hangfire.Server.ServerWatchdog|2 servers were removed due to timeout |url: |action: 
2023-04-17 16:31:49.2333||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop ExpirationManager:06092427 has started in 19.0183 ms |url: |action: 
2023-04-17 16:31:49.2476||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:e2070695 has started in 19.7588 ms |url: |action: 
2023-04-17 16:31:49.2476||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:88daac9f has started in 26.9957 ms |url: |action: 
2023-04-17 16:31:49.2476||DEBUG|Hangfire.PostgreSql.ExpirationManager|Removing outdated records from table 'counter'... |url: |action: 
2023-04-17 16:31:49.2692||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:8c5901f9 has started in 41.856 ms |url: |action: 
2023-04-17 16:31:49.2806||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:71922263 has started in 53.2289 ms |url: |action: 
2023-04-17 16:31:49.2806||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:970d8a66 has started in 64.8559 ms |url: |action: 
2023-04-17 16:31:49.2954||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. |url: |action: 
2023-04-17 16:31:49.3387||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:fe1e91be has started in 111.3099 ms |url: |action: 
2023-04-17 16:31:49.3387||INFO|Hangfire.PostgreSql.ExpirationManager|Removed 1000 outdated record(s) from 'counter' table. |url: |action: 
2023-04-17 16:31:49.3387||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:c492097a has started in 111.3396 ms |url: |action: 
2023-04-17 16:31:49.3861||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:438bb321 has started in 158.7748 ms |url: |action: 
2023-04-17 16:31:49.4231||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:dc01fcd8 has started in 195.5547 ms |url: |action: 
2023-04-17 16:31:49.4871||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:26b3ccc8 has started in 259.6598 ms |url: |action: 
2023-04-17 16:31:49.4871||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:9db5773e has started in 264.0242 ms |url: |action: 
2023-04-17 16:31:49.6595||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:0ebb6b2c has started in 432.1241 ms |url: |action: 
2023-04-17 16:31:49.7148||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:667af95c has started in 487.4769 ms |url: |action: 
2023-04-17 16:31:49.8185||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:9108e1a5 has started in 581.5392 ms |url: |action: 
2023-04-17 16:31:49.8873||TRACE|Hangfire.RecurringJobManager|Recurring job 'Deadline' is being updated. RecurringJob: (), Changes: (Queue:default;Cron:*/10 * * * *;TimeZoneId:SE Asia Standard Time;Job:{"Type":"TN.TNM.Api.RecurringJobs.RecurringJobsService, TN.TNM.Api, Version=2.0.0.0, Culture=neutral, PublicKeyToken=null","Method":"AlertReportPoint","ParameterTypes":"[]","Arguments":"[]"};CreatedAt:2023-04-17T09:31:49.0895963Z;NextExecution:2023-04-17T09:40:00.0000000Z;V:2), NextExecution: (4/17/2023 9:40:00 AM) |url: |action: 
2023-04-17 16:31:49.8873||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:6ecc1783 has started in 665.1942 ms |url: |action: 
2023-04-17 16:31:49.9432||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:d80e07a4 has started in 715.8662 ms |url: |action: 
2023-04-17 16:31:49.9544||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:efcc4a3d has started in 727.0756 ms |url: |action: 
2023-04-17 16:31:49.9699||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:735712fe has started in 742.5172 ms |url: |action: 
2023-04-17 16:31:49.9944||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:fb5c7067 has started in 767.0186 ms |url: |action: 
2023-04-17 16:31:50.0103||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:006235bd has started in 782.9542 ms |url: |action: 
2023-04-17 16:31:50.0236||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop DelayedJobScheduler:dd26f48e has started in 20.5971 ms |url: |action: 
2023-04-17 16:31:50.0236||INFO|Hangfire.Server.BackgroundServerProcess|Server desktop-8nqps5h:17200:e593aa8c all the dispatchers started |url: |action: 
2023-04-17 16:31:50.0494||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop RecurringJobScheduler:7fb5170e has started in 34.5682 ms |url: |action: 
2023-04-17 16:31:50.0494||INFO|Hangfire.BackgroundJobServer|Starting Hangfire Server using job storage: 'PostgreSQL Server: Host: localhost, DB: HDTL, Schema: hangfire' |url: |action: 
2023-04-17 16:31:50.0494||INFO|Hangfire.BackgroundJobServer|Using the following options for SQL Server job storage: |url: |action: 
2023-04-17 16:31:50.0494||INFO|Hangfire.BackgroundJobServer|    Queue poll interval: 00:00:15. |url: |action: 
2023-04-17 16:31:50.0494||INFO|Hangfire.BackgroundJobServer|    Invisibility timeout: 00:30:00. |url: |action: 
2023-04-17 16:31:50.0494||INFO|Hangfire.BackgroundJobServer|Using the following options for Hangfire Server:
    Worker count: 20
    Listening queues: 'default'
    Shutdown timeout: 00:00:30
    Schedule polling interval: 00:00:15 |url: |action: 
2023-04-17 16:31:50.0721||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop BackgroundServerProcess:e454e56d has started in 15.8695 ms |url: |action: 
2023-04-17 16:31:50.0775||TRACE|Hangfire.Server.BackgroundServerProcess|Server desktop-8nqps5h:17200:062f0404 is announcing itself... |url: |action: 
2023-04-17 16:31:50.0926||INFO|Hangfire.Server.BackgroundServerProcess|Server desktop-8nqps5h:17200:062f0404 successfully announced in 3.97 ms |url: |action: 
2023-04-17 16:31:50.1170||INFO|Hangfire.Server.BackgroundServerProcess|Server desktop-8nqps5h:17200:062f0404 is starting the registered dispatchers: ServerWatchdog, ServerJobCancellationWatcher, ExpirationManager, Worker, DelayedJobScheduler, RecurringJobScheduler... |url: |action: 
2023-04-17 16:31:50.1407||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop ServerHeartbeatProcess:f5e0fb85 has started in 47.4061 ms |url: |action: 
2023-04-17 16:31:50.1407||TRACE|Hangfire.Server.ServerHeartbeatProcess|Server desktop-8nqps5h:17200:062f0404 waiting for 00:00:30 delay before sending a heartbeat |url: |action: 
2023-04-17 16:31:50.1553||TRACE|Hangfire.Server.RecurringJobScheduler|Recurring job 'Cảnh báo hạn báo cáo' is being updated. RecurringJob: (Queue:default;Cron:*/2 * * * *;TimeZoneId:SE Asia Standard Time;Job:{"Type":"TN.TNM.Api.RecurringJobs.RecurringJobsService, TN.TNM.Api, Version=2.0.0.0, Culture=neutral, PublicKeyToken=null","Method":"AlertReportPoint","ParameterTypes":"[]","Arguments":"[]"};CreatedAt:2023-01-06T03:27:30.0981312Z;V:2;LastExecution:2023-04-13T09:14:10.5219546Z;NextExecution:2023-04-13T09:16:00.0000000Z;LastJobId:32644), Changes: (LastExecution:2023-04-17T09:31:50.0688494Z;NextExecution:2023-04-17T09:32:00.0000000Z;LastJobId:32646), NextExecution: (4/17/2023 9:32:00 AM) |url: |action: 
2023-04-17 16:31:50.1679||TRACE|Hangfire.Server.RecurringJobScheduler|Recurring job 'EVMDaily' is being updated. RecurringJob: (Job:{"Type":"TN.TNM.Api.RecurringJobs.RecurringJobsService, TN.TNM.Api, Version=2.0.0.0, Culture=neutral, PublicKeyToken=null","Method":"AlertReportPoint","ParameterTypes":"[]","Arguments":"[]"};CreatedAt:2023-01-11T06:09:11.7098468Z;V:2;Queue:default;Cron:*/10 * * * *;TimeZoneId:SE Asia Standard Time;LastExecution:2023-04-13T09:10:10.3060571Z;NextExecution:2023-04-13T09:20:00.0000000Z;LastJobId:32641), Changes: (LastExecution:2023-04-17T09:31:50.1602542Z;NextExecution:2023-04-17T09:40:00.0000000Z;LastJobId:32647), NextExecution: (4/17/2023 9:40:00 AM) |url: |action: 
2023-04-17 16:31:50.1679||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop ServerWatchdog:87bb752d has started in 55.3029 ms |url: |action: 
2023-04-17 16:31:50.1954||TRACE|Hangfire.Server.RecurringJobScheduler|Recurring job 'StatusTask' is being updated. RecurringJob: (Queue:default;Cron:*/59 * * * *;TimeZoneId:SE Asia Standard Time;Job:{"Type":"TN.TNM.Api.RecurringJobs.RecurringJobsService, TN.TNM.Api, Version=2.0.0.0, Culture=neutral, PublicKeyToken=null","Method":"UpdateStatusTask","ParameterTypes":"[]","Arguments":"[]"};CreatedAt:2023-01-11T06:09:11.6277951Z;V:2;LastExecution:2023-04-13T09:00:09.8142081Z;NextExecution:2023-04-13T09:59:00.0000000Z;LastJobId:32635), Changes: (LastExecution:2023-04-17T09:31:50.1822558Z;NextExecution:2023-04-17T09:59:00.0000000Z;LastJobId:32648), NextExecution: (4/17/2023 9:59:00 AM) |url: |action: 
2023-04-17 16:31:50.2221||DEBUG|Hangfire.Server.RecurringJobScheduler|3 recurring job(s) processed by scheduler. |url: |action: 
2023-04-17 16:31:50.2374||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop ServerJobCancellationWatcher:a4f7bf63 has started in 70.4862 ms |url: |action: 
2023-04-17 16:31:50.2374||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... |url: |action: 
2023-04-17 16:31:50.2374||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. |url: |action: 
2023-04-17 16:31:50.2767||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop ExpirationManager:0fbdbe11 has started in 49.6508 ms |url: |action: 
2023-04-17 16:31:50.2773||DEBUG|Hangfire.PostgreSql.ExpirationManager|Removing outdated records from table 'counter'... |url: |action: 
2023-04-17 16:31:50.3431||INFO|Hangfire.PostgreSql.ExpirationManager|Removed 1000 outdated record(s) from 'counter' table. |url: |action: 
2023-04-17 16:31:50.4400||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:fabebb3c has started in 184.7232 ms |url: |action: 
2023-04-17 16:31:50.4400||INFO|Hangfire.PostgreSql.ExpirationManager|Removed 780 outdated record(s) from 'counter' table. |url: |action: 
2023-04-17 16:31:50.4514||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:3a0bfede has started in 195.6356 ms |url: |action: 
2023-04-17 16:31:50.4651||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:f3286880 has started in 209.2721 ms |url: |action: 
2023-04-17 16:31:50.4651||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:3bcb521b has started in 218.7311 ms |url: |action: 
2023-04-17 16:31:50.5052||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:bed1c8fc has started in 247.0146 ms |url: |action: 
2023-04-17 16:31:50.5201||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:17f15cdf has started in 264.2712 ms |url: |action: 
2023-04-17 16:31:50.5323||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:e1890917 has started in 276.509 ms |url: |action: 
2023-04-17 16:31:50.5532||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:2c61325d has started in 297.3901 ms |url: |action: 
2023-04-17 16:31:50.5721||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:f1e0d517 has started in 316.1646 ms |url: |action: 
2023-04-17 16:31:50.5721||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:c2752725 has started in 318.3145 ms |url: |action: 
2023-04-17 16:31:50.6073||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:00e9ad28 has started in 351.5566 ms |url: |action: 
2023-04-17 16:31:50.6707||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:ebd98ae0 has started in 414.8908 ms |url: |action: 
2023-04-17 16:31:50.7008||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:bc5f9f41 has started in 445.0068 ms |url: |action: 
2023-04-17 16:31:50.7162||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:7eacfbb7 has started in 460.4302 ms |url: |action: 
2023-04-17 16:31:50.7411||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:8203135f has started in 485.3222 ms |url: |action: 
2023-04-17 16:31:50.9154||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:1dfcdcdf has started in 659.674 ms |url: |action: 
2023-04-17 16:31:50.9154||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:6c724140 has started in 659.6971 ms |url: |action: 
2023-04-17 16:31:50.9713||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:24f77523 has started in 715.5015 ms |url: |action: 
2023-04-17 16:31:50.9822||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:f4c67a6e has started in 726.3992 ms |url: |action: 
2023-04-17 16:31:51.0056||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:294999c7 has started in 749.8199 ms |url: |action: 
2023-04-17 16:31:51.0204||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop DelayedJobScheduler:853bb580 has started in 49.761 ms |url: |action: 
2023-04-17 16:31:51.0297||INFO|Hangfire.Server.BackgroundServerProcess|Server desktop-8nqps5h:17200:062f0404 all the dispatchers started |url: |action: 
2023-04-17 16:31:51.0297||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop RecurringJobScheduler:f764362a has started in 27.1069 ms |url: |action: 
2023-04-17 16:31:51.3625||DEBUG|Hangfire.PostgreSql.ExpirationManager|Removing outdated records from table 'job'... |url: |action: 
2023-04-17 16:31:51.4656||INFO|Hangfire.PostgreSql.ExpirationManager|Removed 557 outdated record(s) from 'job' table. |url: |action: 
2023-04-17 16:31:51.4656||DEBUG|Hangfire.PostgreSql.ExpirationManager|Removing outdated records from table 'job'... |url: |action: 
2023-04-17 16:31:51.4821||DEBUG|Hangfire.PostgreSql.ExpirationManager|Removing outdated records from table 'list'... |url: |action: 
2023-04-17 16:31:51.5027||DEBUG|Hangfire.PostgreSql.ExpirationManager|Removing outdated records from table 'set'... |url: |action: 
2023-04-17 16:31:51.5027||DEBUG|Hangfire.PostgreSql.ExpirationManager|Removing outdated records from table 'hash'... |url: |action: 
2023-04-17 16:31:52.4888||DEBUG|Hangfire.PostgreSql.ExpirationManager|Removing outdated records from table 'list'... |url: |action: 
2023-04-17 16:31:52.4888||DEBUG|Hangfire.PostgreSql.ExpirationManager|Removing outdated records from table 'set'... |url: |action: 
2023-04-17 16:31:52.4888||DEBUG|Hangfire.PostgreSql.ExpirationManager|Removing outdated records from table 'hash'... |url: |action: 
2023-04-17 16:31:54.3099||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... |url: |action: 
2023-04-17 16:31:54.3099||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. |url: |action: 
2023-04-17 16:31:55.2549||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... |url: |action: 
2023-04-17 16:31:55.2549||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. |url: |action: 
2023-04-17 16:31:59.3241||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... |url: |action: 
2023-04-17 16:31:59.3241||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. |url: |action: 
2023-04-17 16:32:00.2568||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... |url: |action: 
2023-04-17 16:32:00.2568||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. |url: |action: 
2023-04-17 16:32:04.3297||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... |url: |action: 
2023-04-17 16:32:04.3297||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. |url: |action: 
2023-04-17 16:32:05.2472||TRACE|Hangfire.Server.RecurringJobScheduler|Recurring job 'Cảnh báo hạn báo cáo' is being updated. RecurringJob: (Queue:default;Cron:*/2 * * * *;TimeZoneId:SE Asia Standard Time;Job:{"Type":"TN.TNM.Api.RecurringJobs.RecurringJobsService, TN.TNM.Api, Version=2.0.0.0, Culture=neutral, PublicKeyToken=null","Method":"AlertReportPoint","ParameterTypes":"[]","Arguments":"[]"};CreatedAt:2023-01-06T03:27:30.0981312Z;V:2;LastExecution:2023-04-17T09:31:50.0688494Z;NextExecution:2023-04-17T09:32:00.0000000Z;LastJobId:32646), Changes: (LastExecution:2023-04-17T09:32:05.2405219Z;NextExecution:2023-04-17T09:34:00.0000000Z;LastJobId:32649), NextExecution: (4/17/2023 9:34:00 AM) |url: |action: 
2023-04-17 16:32:05.2472||DEBUG|Hangfire.Server.RecurringJobScheduler|1 recurring job(s) processed by scheduler. |url: |action: 
2023-04-17 16:32:05.2472||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... |url: |action: 
2023-04-17 16:32:05.2472||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. |url: |action: 
2023-04-17 16:32:09.3454||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... |url: |action: 
2023-04-17 16:32:09.3454||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. |url: |action: 
2023-04-17 16:32:10.2655||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... |url: |action: 
2023-04-17 16:32:10.2655||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. |url: |action: 
2023-04-17 16:32:14.3619||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... |url: |action: 
2023-04-17 16:32:14.3619||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. |url: |action: 
