2023-01-19 10:20:46.1578||INFO|Hangfire.PostgreSql.PostgreSqlStorage|Start installing Hangfire SQL objects... |url: |action: 
2023-01-19 10:20:46.3873||INFO|Hangfire.PostgreSql.PostgreSqlStorage|Hangfire SQL objects installed. |url: |action: 
2023-01-19 10:20:47.1065||INFO|Hangfire.BackgroundJobServer|Starting Hangfire Server using job storage: 'PostgreSQL Server: Host: localhost, DB: HDTL, Schema: hangfire' |url: |action: 
2023-01-19 10:20:47.1249||INFO|Hangfire.BackgroundJobServer|Using the following options for SQL Server job storage: |url: |action: 
2023-01-19 10:20:47.1249||INFO|Hangfire.BackgroundJobServer|    Queue poll interval: 00:00:15. |url: |action: 
2023-01-19 10:20:47.1540||INFO|Hangfire.BackgroundJobServer|    Invisibility timeout: 00:30:00. |url: |action: 
2023-01-19 10:20:47.1540||INFO|Hangfire.BackgroundJobServer|Using the following options for Hangfire Server:
    Worker count: 20
    Listening queues: 'default'
    Shutdown timeout: 00:00:15
    Schedule polling interval: 00:00:15 |url: |action: 
2023-01-19 10:20:47.1863||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop BackgroundServerProcess:51715815 has started in 22.3505 ms |url: |action: 
2023-01-19 10:20:47.2115||TRACE|Hangfire.Server.BackgroundServerProcess|Server desktop-8nqps5h:22880:d46719cb is announcing itself... |url: |action: 
2023-01-19 10:20:47.2890||INFO|Hangfire.Server.BackgroundServerProcess|Server desktop-8nqps5h:22880:d46719cb successfully announced in 76.4376 ms |url: |action: 
2023-01-19 10:20:47.2984||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop ServerHeartbeatProcess:1250c738 has started in 7.0535 ms |url: |action: 
2023-01-19 10:20:47.2984||INFO|Hangfire.Server.BackgroundServerProcess|Server desktop-8nqps5h:22880:d46719cb is starting the registered dispatchers: ServerWatchdog, ServerJobCancellationWatcher, ExpirationManager, Worker, DelayedJobScheduler, RecurringJobScheduler... |url: |action: 
2023-01-19 10:20:47.3066||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop ServerWatchdog:002ea716 has started in 6.8299 ms |url: |action: 
2023-01-19 10:20:47.3066||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop ServerJobCancellationWatcher:15de1f70 has started in 10.2446 ms |url: |action: 
2023-01-19 10:20:47.3066||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop ExpirationManager:2ad74df8 has started in 5.7828 ms |url: |action: 
2023-01-19 10:20:47.3066||TRACE|Hangfire.Server.ServerHeartbeatProcess|Server desktop-8nqps5h:22880:d46719cb waiting for 00:00:30 delay before sending a heartbeat |url: |action: 
2023-01-19 10:20:47.3066||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... |url: |action: 
2023-01-19 10:20:47.3248||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:a8e45ed2 has started in 11.9357 ms |url: |action: 
2023-01-19 10:20:47.3248||DEBUG|Hangfire.PostgreSql.ExpirationManager|Removing outdated records from table 'counter'... |url: |action: 
2023-01-19 10:20:47.3248||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:1ba7d8d2 has started in 18.5736 ms |url: |action: 
2023-01-19 10:20:47.3385||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:8908c676 has started in 26.8794 ms |url: |action: 
2023-01-19 10:20:47.3385||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:b44d413f has started in 33.6352 ms |url: |action: 
2023-01-19 10:20:47.3385||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:c528a23f has started in 39.1772 ms |url: |action: 
2023-01-19 10:20:47.3636||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:035c4532 has started in 52.005 ms |url: |action: 
2023-01-19 10:20:47.3838||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:fda855ee has started in 72.2446 ms |url: |action: 
2023-01-19 10:20:47.3904||INFO|Hangfire.PostgreSql.ExpirationManager|Removed 289 outdated record(s) from 'counter' table. |url: |action: 
2023-01-19 10:20:47.4097||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. |url: |action: 
2023-01-19 10:20:47.4667||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:9cd31df4 has started in 155.1569 ms |url: |action: 
2023-01-19 10:20:47.4667||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:7d618f0c has started in 164.6796 ms |url: |action: 
2023-01-19 10:20:47.4860||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:bbf13e03 has started in 174.387 ms |url: |action: 
2023-01-19 10:20:47.4860||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:7b47b839 has started in 179.1276 ms |url: |action: 
2023-01-19 10:20:47.5029||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:1934c550 has started in 191.2163 ms |url: |action: 
2023-01-19 10:20:47.5198||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:e4320274 has started in 208.1881 ms |url: |action: 
2023-01-19 10:20:47.5365||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:9feba74f has started in 224.9028 ms |url: |action: 
2023-01-19 10:20:47.6258||TRACE|Hangfire.RecurringJobManager|Recurring job 'Deadline' is being updated. RecurringJob: (), Changes: (Queue:default;Cron:*/10 * * * *;TimeZoneId:SE Asia Standard Time;Job:{"Type":"TN.TNM.Api.RecurringJobs.RecurringJobsService, TN.TNM.Api, Version=2.0.0.0, Culture=neutral, PublicKeyToken=null","Method":"AlertReportPoint","ParameterTypes":"[]","Arguments":"[]"};CreatedAt:2023-01-19T03:20:47.2624508Z;NextExecution:2023-01-19T03:30:00.0000000Z;V:2), NextExecution: (1/19/2023 3:30:00 AM) |url: |action: 
2023-01-19 10:20:47.7307||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:b44293d0 has started in 419.1054 ms |url: |action: 
