2022-12-06 15:28:23.6060||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:28:28.3118||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:28:28.3118||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:28:28.6101||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:28:28.6101||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:28:32.8853||DEBUG|Hangfire.Server.ServerHeartbeatProcess|Server desktop-8nqps5h:23352:6e715045 heartbeat successfully sent 
2022-12-06 15:28:32.8853||TRACE|Hangfire.Server.ServerHeartbeatProcess|Server desktop-8nqps5h:23352:6e715045 waiting for 00:00:30 delay before sending a heartbeat 
2022-12-06 15:28:33.2910||DEBUG|Hangfire.Server.ServerHeartbeatProcess|Server desktop-8nqps5h:23352:bafeb543 heartbeat successfully sent 
2022-12-06 15:28:33.2910||TRACE|Hangfire.Server.ServerHeartbeatProcess|Server desktop-8nqps5h:23352:bafeb543 waiting for 00:00:30 delay before sending a heartbeat 
2022-12-06 15:28:33.3207||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:28:33.3207||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:28:33.6159||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:28:33.6159||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:28:38.3229||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:28:38.3241||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:28:38.6173||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:28:38.6173||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:28:43.3266||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:28:43.3266||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:28:43.6207||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:28:43.6207||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:28:48.3348||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:28:48.3348||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:28:48.6291||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:28:48.6291||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:28:53.3409||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:28:53.3409||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:28:53.6430||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:28:53.6430||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:28:58.3420||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:28:58.3420||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:28:58.6454||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:28:58.6454||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:29:02.9000||DEBUG|Hangfire.Server.ServerHeartbeatProcess|Server desktop-8nqps5h:23352:6e715045 heartbeat successfully sent 
2022-12-06 15:29:02.9000||TRACE|Hangfire.Server.ServerHeartbeatProcess|Server desktop-8nqps5h:23352:6e715045 waiting for 00:00:30 delay before sending a heartbeat 
2022-12-06 15:29:03.2961||DEBUG|Hangfire.Server.ServerHeartbeatProcess|Server desktop-8nqps5h:23352:bafeb543 heartbeat successfully sent 
2022-12-06 15:29:03.2961||TRACE|Hangfire.Server.ServerHeartbeatProcess|Server desktop-8nqps5h:23352:bafeb543 waiting for 00:00:30 delay before sending a heartbeat 
2022-12-06 15:29:03.3577||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:29:03.3577||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:29:03.6590||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:29:03.6590||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:29:08.3741||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:29:08.3741||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:29:08.6733||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:29:08.6733||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:29:13.3788||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:29:13.3788||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:29:13.6791||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:29:13.6791||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:29:18.3834||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:29:18.3834||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:29:18.6953||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:29:18.6953||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:29:23.4175||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:29:23.4192||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:29:23.7110||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:29:23.7110||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:29:28.4310||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:29:28.4310||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:29:28.7147||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:29:28.7147||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:29:32.9120||DEBUG|Hangfire.Server.ServerHeartbeatProcess|Server desktop-8nqps5h:23352:6e715045 heartbeat successfully sent 
2022-12-06 15:29:32.9120||TRACE|Hangfire.Server.ServerHeartbeatProcess|Server desktop-8nqps5h:23352:6e715045 waiting for 00:00:30 delay before sending a heartbeat 
2022-12-06 15:29:33.3115||DEBUG|Hangfire.Server.ServerHeartbeatProcess|Server desktop-8nqps5h:23352:bafeb543 heartbeat successfully sent 
2022-12-06 15:29:33.3115||TRACE|Hangfire.Server.ServerHeartbeatProcess|Server desktop-8nqps5h:23352:bafeb543 waiting for 00:00:30 delay before sending a heartbeat 
2022-12-06 15:29:33.4390||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:29:33.4390||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:29:33.7222||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:29:33.7222||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:29:38.4514||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:29:38.4514||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:29:38.7336||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:29:38.7336||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:29:43.4631||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:29:43.4631||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:29:43.7465||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:29:43.7465||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:29:48.4761||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:29:48.4761||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:29:48.7603||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:29:48.7623||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:29:53.4925||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:29:53.4925||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:29:53.7791||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:29:53.7791||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:29:58.4982||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:29:58.4982||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:29:58.7955||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:29:58.7955||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:30:02.9295||DEBUG|Hangfire.Server.ServerHeartbeatProcess|Server desktop-8nqps5h:23352:6e715045 heartbeat successfully sent 
2022-12-06 15:30:02.9295||TRACE|Hangfire.Server.ServerHeartbeatProcess|Server desktop-8nqps5h:23352:6e715045 waiting for 00:00:30 delay before sending a heartbeat 
2022-12-06 15:30:03.3153||DEBUG|Hangfire.Server.ServerHeartbeatProcess|Server desktop-8nqps5h:23352:bafeb543 heartbeat successfully sent 
2022-12-06 15:30:03.3153||TRACE|Hangfire.Server.ServerHeartbeatProcess|Server desktop-8nqps5h:23352:bafeb543 waiting for 00:00:30 delay before sending a heartbeat 
2022-12-06 15:30:03.5011||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:30:03.5011||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:30:03.7974||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:30:03.7974||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:30:08.5056||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:30:08.5056||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:30:08.8048||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:30:08.8048||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:30:13.5107||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:30:13.5107||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:30:13.8119||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:30:13.8119||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:30:18.5173||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:30:18.5173||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:30:18.8154||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:30:18.8154||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:30:23.5297||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:30:23.5297||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:30:23.8274||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:30:23.8274||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:30:28.5472||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:30:28.5472||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:30:28.8332||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:30:28.8332||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:30:32.9460||DEBUG|Hangfire.Server.ServerHeartbeatProcess|Server desktop-8nqps5h:23352:6e715045 heartbeat successfully sent 
2022-12-06 15:30:32.9460||TRACE|Hangfire.Server.ServerHeartbeatProcess|Server desktop-8nqps5h:23352:6e715045 waiting for 00:00:30 delay before sending a heartbeat 
2022-12-06 15:30:33.3200||DEBUG|Hangfire.Server.ServerHeartbeatProcess|Server desktop-8nqps5h:23352:bafeb543 heartbeat successfully sent 
2022-12-06 15:30:33.3200||TRACE|Hangfire.Server.ServerHeartbeatProcess|Server desktop-8nqps5h:23352:bafeb543 waiting for 00:00:30 delay before sending a heartbeat 
2022-12-06 15:30:33.5563||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:30:33.5563||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:30:33.8406||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:30:33.8406||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:30:38.5586||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:30:38.5586||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:30:38.8542||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:30:38.8555||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:30:43.5610||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:30:43.5610||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:30:43.8619||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:30:43.8619||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:30:48.5710||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:30:48.5710||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:30:48.8746||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:30:48.8746||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:30:53.5841||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:30:53.5841||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:30:53.8823||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:30:53.8823||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:30:58.5944||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:30:58.5944||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:30:58.8893||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:30:58.8893||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:31:02.9577||DEBUG|Hangfire.Server.ServerHeartbeatProcess|Server desktop-8nqps5h:23352:6e715045 heartbeat successfully sent 
2022-12-06 15:31:02.9577||TRACE|Hangfire.Server.ServerHeartbeatProcess|Server desktop-8nqps5h:23352:6e715045 waiting for 00:00:30 delay before sending a heartbeat 
2022-12-06 15:31:03.3357||DEBUG|Hangfire.Server.ServerHeartbeatProcess|Server desktop-8nqps5h:23352:bafeb543 heartbeat successfully sent 
2022-12-06 15:31:03.3357||TRACE|Hangfire.Server.ServerHeartbeatProcess|Server desktop-8nqps5h:23352:bafeb543 waiting for 00:00:30 delay before sending a heartbeat 
2022-12-06 15:31:03.5989||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:31:03.5989||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:31:03.9087||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:31:03.9087||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:31:08.6149||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:31:08.6149||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:31:08.9161||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:31:08.9161||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:31:13.6201||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:31:13.6242||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:31:13.9366||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:31:13.9366||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:31:18.6267||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:31:18.6267||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:31:18.9428||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:31:18.9428||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:31:23.6416||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:31:23.6416||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:31:23.9579||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:31:23.9579||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:31:28.6500||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:31:28.6500||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:31:28.9631||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:31:28.9631||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:31:32.9678||DEBUG|Hangfire.Server.ServerHeartbeatProcess|Server desktop-8nqps5h:23352:6e715045 heartbeat successfully sent 
2022-12-06 15:31:32.9678||TRACE|Hangfire.Server.ServerHeartbeatProcess|Server desktop-8nqps5h:23352:6e715045 waiting for 00:00:30 delay before sending a heartbeat 
2022-12-06 15:31:33.3861||DEBUG|Hangfire.Server.ServerHeartbeatProcess|Server desktop-8nqps5h:23352:bafeb543 heartbeat successfully sent 
2022-12-06 15:31:33.3861||TRACE|Hangfire.Server.ServerHeartbeatProcess|Server desktop-8nqps5h:23352:bafeb543 waiting for 00:00:30 delay before sending a heartbeat 
2022-12-06 15:31:33.6542||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:31:33.6542||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:31:33.9683||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:31:33.9683||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:31:38.6625||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:31:38.6625||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:31:38.9735||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:31:38.9735||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:31:43.6645||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:31:43.6645||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:31:43.9767||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:31:43.9767||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:31:48.6692||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:31:48.6692||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:31:48.9780||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:31:48.9780||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:31:53.6729||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:31:53.6729||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:31:53.9850||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:31:53.9850||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:31:58.6868||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:31:58.6868||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:31:58.9995||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:31:58.9995||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:32:03.2434||DEBUG|Hangfire.Server.ServerHeartbeatProcess|Server desktop-8nqps5h:23352:6e715045 heartbeat successfully sent 
2022-12-06 15:32:03.2434||TRACE|Hangfire.Server.ServerHeartbeatProcess|Server desktop-8nqps5h:23352:6e715045 waiting for 00:00:30 delay before sending a heartbeat 
2022-12-06 15:32:03.3887||DEBUG|Hangfire.Server.ServerHeartbeatProcess|Server desktop-8nqps5h:23352:bafeb543 heartbeat successfully sent 
2022-12-06 15:32:03.3887||TRACE|Hangfire.Server.ServerHeartbeatProcess|Server desktop-8nqps5h:23352:bafeb543 waiting for 00:00:30 delay before sending a heartbeat 
2022-12-06 15:32:03.6985||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:32:03.6998||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:32:04.0062||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:32:04.0062||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:32:08.7144||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:32:08.7144||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:32:09.0135||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:32:09.0135||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:32:13.7281||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:32:13.7281||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:32:14.0257||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:32:14.0257||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:32:18.7382||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:32:18.7382||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:32:19.0381||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:32:19.0381||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:32:23.7573||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:32:23.8383||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:32:24.0469||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:32:24.0469||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:32:29.0071||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:32:29.0071||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:32:29.1103||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... 
2022-12-06 15:32:31.6461||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. 
2022-12-06 15:32:33.2617||DEBUG|Hangfire.Server.ServerHeartbeatProcess|Server desktop-8nqps5h:23352:6e715045 heartbeat successfully sent 
